name,description,stars,forks,language,url,readme_snippet,account
python-node,python-node,2,4,None specified,https://github.com/dsaidgovsg/python-node,"# `python-node`

This image is based off the [`python:3.6`](https://hub.docker.com/_/python/) image and
contains a `node.js` installation based off th",dsaidgovsg
python-spark,"Docker image for a Python installation with Spark, Hadoop and Sqoop binaries",15,9,None specified,https://github.com/dsaidgovsg/python-spark,"# python-spark

This image is based off the [`python:2.7`](https://hub.docker.com/_/python/) image and
contains Hadoop, Sqoop and Spark binaries. Inst",dsaidgovsg
registrywatcher,No description,2,0,Go,https://github.com/dsaidgovsg/registrywatcher,"# Registrywatcher

![Frontend](public/gifs/search.gif)

Watches docker registries for new tags on selected repositories.

The service maintains an int",dsaidgovsg
several-shades-of-gray-gl-style,A dark blue GL style based on Positron,0,0,None specified,https://github.com/dsaidgovsg/several-shades-of-gray-gl-style,"# Several Shades of Gray

A basemap style based off [fiord colour](https://github.com/openmaptiles/fiord-color-gl-style) with grayscale instead.
It is",dsaidgovsg
sg-tileserver-gl,Repackaged repository to build Docker image for Singapore tiles only,2,0,Shell,https://github.com/dsaidgovsg/sg-tileserver-gl,"# `sg-tileserver-gl`

Builds Docker image with TileServer GL for Singapore tiles only.

The repository is split into two main sections:

- [MBTiles cr",dsaidgovsg
spark-base,"Dockerfile setup for Spark set-up, imbued with varying degree of Python data science packages",2,1,Shell,https://github.com/dsaidgovsg/spark-base,"# Spark Base Image

![CI Status](https://img.shields.io/github/workflow/status/dsaidgovsg/spark-base/CI/master?label=CI&logo=github&style=for-the-badg",dsaidgovsg
spark-custom,Dockerfile set-up for building Spark releases from source code,1,0,Dockerfile,https://github.com/dsaidgovsg/spark-custom,"# `spark-custom`

![CI Status](https://img.shields.io/github/workflow/status/dsaidgovsg/spark-custom/CI/master?label=CI&logo=github&style=for-the-badg",dsaidgovsg
spark-custom-addons,Dockerfile Set-up to add dependencies into `spark-custom` images,2,1,Dockerfile,https://github.com/dsaidgovsg/spark-custom-addons,"# `spark-custom-addons`

![CI Status](https://img.shields.io/github/workflow/status/dsaidgovsg/spark-custom-addons/CI/master?label=CI&logo=github&styl",dsaidgovsg
spark-geo-privacy,Geospatial privacy functions for Apache Spark,6,3,Scala,https://github.com/dsaidgovsg/spark-geo-privacy,"# spark-geo-privacy

Geospatial privacy functions for Apache Spark 1.6

## Algorithms

- Geo-indistinguishability (Andrés, Miguel E., et al. [Geo-indi",dsaidgovsg
spark-jupyterhub,Experimental and opinionated set-up to conveniently get going JupyterHub,1,1,Shell,https://github.com/dsaidgovsg/spark-jupyterhub,"# Spark JupyterHub

![CI Status](https://img.shields.io/github/workflow/status/dsaidgovsg/spark-jupyterhub/CI/master?label=CI&logo=github&style=for-th",dsaidgovsg
spark-k8s,CI set-up to generate Spark with Kubernetes Docker images,2,0,Shell,https://github.com/dsaidgovsg/spark-k8s,"# `spark-k8s`

![CI
Status](https://img.shields.io/github/workflow/status/dsaidgovsg/spark-k8s/CI/master?label=CI&logo=github&style=for-the-badge)

CI",dsaidgovsg
spark-k8s-addons,Dockerfile setup to install cloud related utilities onto the standard Spark K8s Docker images,3,1,Dockerfile,https://github.com/dsaidgovsg/spark-k8s-addons,"# `spark-k8s-addons`

![CI Status](https://img.shields.io/github/workflow/status/dsaidgovsg/spark-k8s-addons/CI/master?label=CI&logo=github&style=for-",dsaidgovsg
spark-k8s-addons-ds,No description,1,0,Dockerfile,https://github.com/dsaidgovsg/spark-k8s-addons-ds,"# `spark-k8s-addons-ds`

![CI Status](https://img.shields.io/github/workflow/status/dsaidgovsg/spark-k8s-addons-ds/CI/main?label=CI&logo=github&style=",dsaidgovsg
st-chat,"Streamlit Component, for a Chatbot UI",0,0,Python,https://github.com/dsaidgovsg/st-chat,"# st-chat

Streamlit Component, for a Chat-bot UI, [example app](https://share.streamlit.io/ai-yash/st-chat/main/examples/chatbot.py)

authors - [@yas",dsaidgovsg
stack-2022-differential-privacy-workshop,No description,4,2,Jupyter Notebook,https://github.com/dsaidgovsg/stack-2022-differential-privacy-workshop,"
# ![](images/stack_logo.png) Workshop on Differential Private Statistics Release 

Differential privacy is a rigorous mathematical definition of priv",dsaidgovsg
swagger-ui-plugins-monorepo,"swagger-ui plugins: layout, otp auth, saml auth plugins",0,1,JavaScript,https://github.com/dsaidgovsg/swagger-ui-plugins-monorepo,"#  swagger-ui-plugins-monorepo

This repo consists of an [demo app](/apps/web), and the following npm packages:
1. @dsaidgovsg/swagger-ui-plugin-otp-a",dsaidgovsg
take-the-helm,Helm workshop,0,0,Dockerfile,https://github.com/dsaidgovsg/take-the-helm,"# Take the Helm

Helm workshop

## Setup

1. Install [`minikube`](https://minikube.sigs.k8s.io/docs/start/)
2. Install [`helm`](https://helm.sh/docs/i",dsaidgovsg
tcs-super-linter,Combination of multiple linters to install as a GitHub Action,0,0,Shell,https://github.com/dsaidgovsg/tcs-super-linter,"# Super-Linter

This repository is for the **GitHub Action** to run a **Super-Linter**.
It is a simple combination of various linters, written in `bas",dsaidgovsg
TDBSCAN,TDBSCAN with Move Ability: Spatiotemporal Density Clustering ,10,4,Python,https://github.com/dsaidgovsg/TDBSCAN,"![python versions](https://img.shields.io/badge/python-3.6.4-blue.svg)

TDBSCAN
======
Python implementation of [TDBSCAN: Spatiotemporal Density
Clust",dsaidgovsg
tensorflow-sentiment-tutorial,Contains the Dockerfiles and notebooks for the tutorial on sentiment analysis using tensorflow and fold.,0,0,Jupyter Notebook,https://github.com/dsaidgovsg/tensorflow-sentiment-tutorial,"# Tensorflow tutorial on sentiment analysis
Contains the Dockerfiles and code for the Tensorflow tutorial on sentiment analysis.

## Docker images
```",dsaidgovsg
terraform-aws-consul,A Terraform Module for how to run Consul on AWS using Terraform and Packer,0,0,None specified,https://github.com/dsaidgovsg/terraform-aws-consul,"[![Maintained by Gruntwork.io](https://img.shields.io/badge/maintained%20by-gruntwork.io-%235849a6.svg)](https://gruntwork.io/?ref=repo_aws_consul)
# ",dsaidgovsg
terraform-aws-lambda,"Terraform module, which takes care of a lot of AWS Lambda/serverless tasks (build dependencies, packages, updates, deployments) in countless combinations",0,0,None specified,https://github.com/dsaidgovsg/terraform-aws-lambda,"# AWS Lambda Terraform module

Terraform module, which creates almost all supported AWS Lambda resources as well as taking care of building and packag",dsaidgovsg
terraform-aws-nomad,A Terraform Module for how to run Nomad on AWS using Terraform and Packer,0,0,None specified,https://github.com/dsaidgovsg/terraform-aws-nomad,"<!--
:type: service
:name: HashiCorp Nomad
:description: Deploy a Nomad cluster. Supports automatic bootstrapping, discovery of Consul servers, automa",dsaidgovsg
terraform-aws-notify-slack,Terraform module which creates SNS topic and Lambda function which sends notifications to Slack,0,0,None specified,https://github.com/dsaidgovsg/terraform-aws-notify-slack,"# AWS Notify Slack Terraform module

This module creates an SNS topic (or uses an existing one) and an AWS Lambda function that sends notifications to",dsaidgovsg
terraform-aws-secure-baseline,Terraform module to set up your AWS account with the secure baseline configuration based on CIS Amazon Web Services Foundations and AWS Foundational Security Best Practices.,0,0,HCL,https://github.com/dsaidgovsg/terraform-aws-secure-baseline,"# terraform-aws-secure-baseline

[![Github Actions](https://github.com/nozaq/terraform-aws-secure-baseline/actions/workflows/main.yml/badge.svg)](http",dsaidgovsg
terraform-aws-vault,A Terraform Module for how to run Vault on AWS using Terraform and Packer,0,0,None specified,https://github.com/dsaidgovsg/terraform-aws-vault,"[![Maintained by Gruntwork.io](https://img.shields.io/badge/maintained%20by-gruntwork.io-%235849a6.svg)](https://gruntwork.io/?ref=repo_aws_vault)
# V",dsaidgovsg
terraform-find-module-order,Experimental script to find the order of terraform apply in a bunch of modules,0,0,Python,https://github.com/dsaidgovsg/terraform-find-module-order,"# `terraform-find-module-order`

Python script to find the order of `terraform apply` / `terragrunt apply` in a
repository with a bunch of related Ter",dsaidgovsg
terraform-modules,Reusable Terraform modules,78,23,HCL,https://github.com/dsaidgovsg/terraform-modules,"# Terraform modules

This repository contains a set of (opinionated) [Terraform](https://www.terraform.io/)
[modules](https://www.terraform.io/docs/mo",dsaidgovsg
terraform-provider-local,"Terraform local provider – Used to manage local resources, such as creating files.",1,0,Go,https://github.com/dsaidgovsg/terraform-provider-local,"# Terraform Provider: Local

The Local provider is used to manage local resources, such as files.


**Note** Terraform primarily deals with remote res",dsaidgovsg
terraform-provider-smallutil,Small utility Terraform provider for command-like data source conveniences,0,0,Go,https://github.com/dsaidgovsg/terraform-provider-smallutil,"# terraform-provider-smallutil

[![Build Status](https://travis-ci.org/guangie88/terraform-provider-smallutil.svg?branch=master)](https://travis-ci.or",dsaidgovsg
ura-subzones,Simple library for dealing with URA subzones,1,0,JavaScript,https://github.com/dsaidgovsg/ura-subzones,"# URA Subzones
Simple library for dealing with URA subzones

## Example use

```sh
$ npm install ura-subzones # (not available yet)
OR
$ npm install g",dsaidgovsg
vas_model_evaluation_framework,VAS automated performance evaluation framework,0,0,Python,https://github.com/dsaidgovsg/vas_model_evaluation_framework,"# VAS Model Evaluation Framework
VAS automated performance evaluation framework v0.2

## Features
 - Automated and centralized VAS system experiment e",dsaidgovsg
va_workshop2021,No description,0,0,Jupyter Notebook,https://github.com/dsaidgovsg/va_workshop2021,"This repository contains the materials for VA Workshops. Topics covered are:
1. Transfer learning for image classification
2. Object detection using Y",dsaidgovsg
videoio-imagescraper,No description,0,0,None specified,https://github.com/dsaidgovsg/videoio-imagescraper,"# Image Scraper App

This project was bootstrapped with [Create React App](https://github.com/facebook/create-react-app).

Scrapes Google Images using",dsaidgovsg
vigilantgantry," Face segmentation algorithm that the VigilantGantry uses to identify potential missed out causes by current thermal systems (due to occlusion from fringe, cap, head-gear).",16,4,Python,https://github.com/dsaidgovsg/vigilantgantry,"<h2 align=""center"">VigilantGantry</h2>

<p align=""center"">
<img alt=""Python: v3.7"" src=""https://img.shields.io/badge/python-v3.7-blue"">
<a href=""https",dsaidgovsg
warp-refresh,Scheduled task to refresh Cloudflare WARP auto-connect timeout,0,0,VBScript,https://github.com/dsaidgovsg/warp-refresh,"# WARP Refresh

Contains scheduled task to refresh Cloudflare WARP auto-connect timeout.

Currently **Windows** only, since the `warp-refresh.vbs` is ",dsaidgovsg
yarn-reverse-proxy,Reverse proxy for the status pages of a YARN cluster,6,6,Shell,https://github.com/dsaidgovsg/yarn-reverse-proxy,"# yarn-reverse-proxy

Reverse proxy for the status pages of a YARN cluster.

If you're running your own Hadoop cluster (e.g. a CDH distribution), ",dsaidgovsg
yolov3,YOLOv3 in PyTorch > ONNX > CoreML > iOS,0,0,Jupyter Notebook,https://github.com/dsaidgovsg/yolov3,"# Introduction

This directory contains PyTorch YOLOv3 software developed by Ultralytics LLC, and **is freely available for redistribution under the G",dsaidgovsg
dkan,DKAN Open Data Portal,0,0,None specified,https://github.com/MUnosecc/dkan,"# DKAN
[DKAN](https://getdkan.com) - An Open Data Catalog built on [Drupal 8](https://www.drupal.org/documentation)

[![GetDKAN](https://circleci.com/",MUnosecc
educodes,No description,0,1,None specified,https://github.com/MUnosecc/educodes,# educodes,MUnosecc
enclosure-picroft,Mycroft interface for Raspberry Pi environment,0,0,Shell,https://github.com/MUnosecc/enclosure-picroft,"# Welcome

## Picroft - 2018-3-14 ""Pi Day"" release!
The Picroft project is an enclosure for a stock Raspberry Pi connected to a speaker and basic USB ",MUnosecc
geojson.io,"fast, simple map creation",0,0,JavaScript,https://github.com/MUnosecc/geojson.io,"[![Circle CI](https://circleci.com/gh/mapbox/geojson.io/tree/gh-pages.svg?style=svg)](https://circleci.com/gh/mapbox/geojson.io/tree/gh-pages)
[![FOSS",MUnosecc
geonode,"GeoNode is an open source platform that facilitates the creation, sharing, and collaborative use of geospatial data.",0,0,JavaScript,https://github.com/MUnosecc/geonode,".. raw:: html

	<div align=""right"">
	<a href=""http://travis-ci.org/GeoNode/geonode""><img src=""https://secure.travis-ci.org/GeoNode/geonode.png""></a> <",MUnosecc
government.github.mu,No description,0,0,HTML,https://github.com/MUnosecc/government.github.mu,# GitHub and Government [![Build Status](https://travis-ci.org/github/government.github.com.svg?branch=gh-pages)](https://travis-ci.org/github/governm,MUnosecc
Open-source-Portal,The Open Source Portal of Mauritius (BETA),0,0,HTML,https://github.com/MUnosecc/Open-source-Portal,"# Open-source-Portal
",MUnosecc
opendata,No description,0,0,None specified,https://github.com/MUnosecc/opendata,README not available,MUnosecc
opentrace-android,OpenTrace Android app. Reference implementation of the BlueTrace protocol.,0,0,None specified,https://github.com/MUnosecc/opentrace-android,"# OpenTrace Android app

![alt text](./OpenTrace.png ""OpenTrace Logo"")

OpenTrace is the open source reference implementation of BlueTrace.
BlueTrace ",MUnosecc
